days_until_expiry,initial_quantity,shelf_life_days,storage_temp,temp_deviation,spoilage_sensitivity,units_sold,daily_demand,sell_through_rate,remaining_quantity,stock_pressure_ratio,velocity_score,sales_volatility,expiry_pressure_index,price_margin_ratio,category_encoded,region_encoded,is_weekend,is_promoted,handling_score,packaging_score,supplier_score
7,201,8,2.0,1.0,0.9,201,39,1.0,0,0.0,4.875,0.43,0.0,0.43793502,5,1,0,0,10,6,10
2,493,5,3.1,0.9,0.7,404,165,0.8194726,89,0.53939396,33.0,0.28,0.17979798,0.3927711,2,4,0,1,7,6,9
2,115,5,5.1,1.1,0.7,64,29,0.5565217,51,1.7586207,5.8,0.45,0.5862069,0.33973128,2,1,0,0,10,10,7
7,111,8,3.2,0.8,0.75,111,26,1.0,0,0.0,3.25,0.38,0.0,0.39240506,3,2,0,0,7,10,9
110,275,118,-21.5,1.5,0.3,179,1,0.65090907,96,96.0,0.008474576,0.29,0.8648649,0.4473684,4,3,0,0,5,5,7
3,319,4,10.0,2.0,0.6,223,142,0.69905955,96,0.6760563,35.5,0.21,0.16901408,0.4834437,7,4,0,0,9,8,8
5,113,8,12.6,4.6,0.6,93,25,0.82300884,20,0.8,3.125,0.46,0.13333334,0.36778116,7,0,0,0,10,6,8
11,22,15,5.4,1.4,0.7,0,0,0.0,22,0.22939752,0.0,0.38,0.05210174,0.43309224,2,1,0,0,8,5,8
24,53,26,2.6,1.4,0.7,37,3,0.6981132,16,5.3333335,0.115384616,0.15,0.21333334,0.48333332,2,4,0,0,6,8,8
0,200,3,16.3,3.7,0.5,200,124,1.0,0,0.0,41.333332,0.37,0.0,0.3520115,0,3,1,0,4,10,10
38,64,41,3.3,1.7,0.85,44,1,0.6875,20,20.0,0.024390243,0.49,0.51282054,0.5949799,6,4,0,0,10,7,9
165,46,189,-17.1,2.9,0.3,0,0,0.0,46,0.22939752,0.0,0.37,0.05210174,0.451,4,3,0,0,9,8,8
0,397,3,20.8,0.8,0.5,397,273,1.0,0,0.0,91.0,0.25,0.0,0.4792561,0,4,1,0,4,9,6
4,466,6,-0.9,0.9,0.95,466,112,1.0,0,0.0,18.666666,0.2,0.0,0.32924962,9,1,0,0,10,7,7
10,137,14,1.3,2.7,0.75,136,18,0.99270076,1,0.055555556,1.2857143,0.36,0.005050505,0.4991034,3,2,0,0,5,9,10
0,461,2,3.9,0.1,0.9,461,318,1.0,0,0.0,159.0,0.26,0.0,0.3953647,8,1,0,0,4,9,8
0,100,2,4.5,0.5,0.9,100,76,1.0,0,0.0,38.0,0.44,0.0,0.5840188,8,1,0,0,6,7,6
0,447,3,17.6,2.4,0.5,312,227,0.6979866,135,0.5947136,75.666664,0.21,0.5947136,0.40797102,0,0,0,0,8,10,6
247,462,266,-21.2,1.2,0.3,0,0,0.0,462,0.22939752,0.0,0.22,0.05210174,0.3617801,4,4,0,0,9,9,8
7,220,9,1.7,2.3,0.75,219,40,0.99545455,1,0.025,4.4444447,0.21,0.003125,0.53113085,3,1,0,0,10,8,9
10,199,11,6.2,2.2,0.75,139,27,0.69849247,60,2.2222223,2.4545455,0.12,0.2020202,0.35481536,3,1,0,0,5,10,6
54,309,75,-20.4,0.4,0.3,186,3,0.60194176,123,41.0,0.04,0.15,0.74545455,0.5615836,4,1,0,0,10,8,8
8,448,11,3.7,0.3,0.75,313,70,0.69866073,135,1.9285715,6.3636365,0.48,0.21428572,0.4361314,3,4,0,1,8,7,9
261,375,270,-20.8,0.8,0.3,375,3,1.0,0,0.0,0.011111111,0.16,0.0,0.36336926,4,1,0,0,5,6,9
3,467,5,5.4,1.4,0.9,455,137,0.9743041,12,0.08759124,27.4,0.41,0.02189781,0.41811848,8,2,0,0,5,10,9
8,242,11,8.2,0.2,0.6,222,23,0.91735536,20,0.8695652,2.090909,0.47,0.096618354,0.33103448,7,0,0,0,6,6,6
3,407,6,3.6,0.4,0.7,286,106,0.7027027,121,1.1415094,17.666666,0.26,0.28537735,0.37121212,2,2,0,0,7,7,9
358,225,427,7.2,2.2,0.85,225,2,1.0,0,0.0,0.0046838406,0.27,0.0,0.41224653,6,4,0,0,4,6,6
2,397,2,22.1,2.1,0.5,277,313,0.697733,120,0.38338658,156.5,0.15,0.12779553,0.43422353,0,4,0,0,8,8,10
5,430,6,0.9,0.9,0.95,430,129,1.0,0,0.0,21.5,0.4,0.0,0.49125364,9,2,1,0,8,6,9
8,55,15,7.7,2.7,0.4,29,4,0.5272727,26,6.5,0.26666668,0.37,0.7222222,0.45704466,1,3,1,0,10,8,9
7,332,10,2.5,1.5,0.9,288,53,0.8674699,44,0.8301887,5.3,0.31,0.10377359,0.45945945,5,1,1,1,10,9,8
3,26,9,2.1,1.9,0.75,6,2,0.23076923,20,10.0,0.22222222,0.22,2.5,0.45004582,3,0,0,0,4,10,6
552,400,728,2.7,2.3,0.85,0,0,0.0,400,0.22939752,0.0,0.27,0.05210174,0.32082275,6,1,0,0,7,9,8
6,79,9,3.1,2.1,0.9,79,17,1.0,0,0.0,1.8888888,0.36,0.0,0.54420924,5,1,0,0,7,10,6
5,310,11,7.5,3.5,0.75,310,40,1.0,0,0.0,3.6363637,0.22,0.0,0.5658858,3,1,1,0,4,5,8
0,410,2,-1.2,1.2,0.95,410,355,1.0,0,0.0,177.5,0.15,0.0,0.5730443,9,2,0,0,8,6,9
21,461,26,3.4,0.6,0.7,461,32,1.0,0,0.0,1.2307693,0.45,0.0,0.550173,2,2,1,0,10,10,9
79,141,100,-19.6,0.4,0.3,141,3,1.0,0,0.0,0.03,0.31,0.0,0.54545456,4,4,0,0,8,7,6
2,477,5,7.9,0.1,0.6,256,123,0.5366876,221,1.7967479,24.6,0.15,0.598916,0.41463414,7,3,0,0,8,9,8
0,398,2,8.2,4.2,0.9,398,307,1.0,0,0.0,153.5,0.46,0.0,0.53241235,8,3,0,1,7,6,8
3,433,6,-0.2,1.2,0.9,263,111,0.6073903,170,1.5315316,18.5,0.29,0.3828829,0.5225496,5,2,1,0,9,8,6
12,388,16,8.1,0.1,0.6,388,38,1.0,0,0.0,2.375,0.48,0.0,0.54178673,7,1,0,0,8,5,9
242,272,313,-18.3,1.7,0.3,178,1,0.6544118,94,94.0,0.0031948881,0.42,0.38683128,0.5480944,4,1,0,0,6,7,8
26,77,28,2.4,1.6,0.7,77,4,1.0,0,0.0,0.14285715,0.32,0.0,0.5542453,2,1,0,0,10,7,6
2,435,3,-1.4,1.4,0.95,435,221,1.0,0,0.0,73.666664,0.24,0.0,0.5954546,9,1,0,0,4,5,7
10,117,17,5.5,1.5,0.7,84,6,0.71794873,33,5.5,0.3529412,0.49,0.5,0.44071147,2,0,1,0,4,7,7
283,463,334,4.5,0.5,0.85,463,2,1.0,0,0.0,0.005988024,0.25,0.0,0.32774863,6,2,0,0,10,6,9
7,135,11,7.6,3.6,0.75,135,20,1.0,0,0.0,1.8181819,0.45,0.0,0.42402828,3,1,0,0,8,7,9
143,146,187,4.0,1.0,0.85,116,1,0.79452056,30,30.0,0.0053475937,0.42,0.20833333,0.44143087,6,4,0,0,9,7,9
8,116,12,6.4,1.4,0.4,116,15,1.0,0,0.0,1.25,0.25,0.0,0.5522959,1,1,1,0,7,7,8
10,405,12,4.8,0.8,0.75,405,45,1.0,0,0.0,3.75,0.48,0.0,0.33647057,3,4,0,0,6,6,7
0,395,3,-0.2,1.2,0.9,395,219,1.0,0,0.0,73.0,0.38,0.0,0.35346285,5,1,0,0,7,8,8
4,159,9,1.8,2.2,0.75,95,23,0.5974843,64,2.7826087,2.5555556,0.32,0.5565217,0.42708334,3,2,0,0,10,8,10
10,461,16,2.7,1.3,0.7,461,50,1.0,0,0.0,3.125,0.24,0.0,0.44764397,2,3,1,0,8,5,9
0,405,2,8.9,4.9,0.9,283,406,0.69876546,122,0.3004926,203.0,0.49,0.3004926,0.40978077,8,0,1,1,7,6,9
83,141,114,3.8,1.2,0.85,0,0,0.0,141,0.22939752,0.0,0.12,0.05210174,0.4336588,6,1,0,0,10,9,9
3,184,6,2.2,2.2,0.95,121,27,0.6576087,63,2.3333333,4.5,0.28,0.5833333,0.39613527,9,4,0,0,5,5,9
2,180,4,3.6,0.4,0.9,180,90,1.0,0,0.0,22.5,0.42,0.0,0.56975037,8,2,0,0,4,6,8
0,24,2,2.8,1.2,0.9,24,16,1.0,0,0.0,8.0,0.14,0.0,0.5635767,8,4,0,0,9,7,6
483,266,584,0.8,4.2,0.85,0,0,0.0,266,0.22939752,0.0,0.45,0.05210174,0.55458236,6,4,0,0,6,6,9
3,334,5,-1.0,2.0,0.9,213,98,0.6377246,121,1.2346939,19.6,0.17,0.30867347,0.53606105,5,2,0,0,10,5,9
12,182,14,4.2,0.8,0.4,158,16,0.8681319,24,1.5,1.1428572,0.36,0.115384616,0.49918166,1,3,1,0,9,9,9
270,26,271,-18.5,1.5,0.3,26,1,1.0,0,0.0,0.003690037,0.1,0.0,0.57779515,4,1,0,0,6,6,6
141,428,147,-19.5,0.5,0.3,422,3,0.9859813,6,2.0,0.020408163,0.21,0.014084507,0.40809804,4,0,0,0,5,8,6
275,125,308,5.9,0.9,0.85,0,0,0.0,125,0.22939752,0.0,0.22,0.05210174,0.47168416,6,3,0,0,8,10,9
12,288,12,6.9,1.1,0.6,288,40,1.0,0,0.0,3.3333333,0.32,0.0,0.49574107,7,2,1,0,4,6,9
343,434,442,6.3,1.3,0.85,0,0,0.0,434,0.22939752,0.0,0.38,0.05210174,0.52385664,6,4,1,0,8,7,9
3,489,5,18.7,1.3,0.5,342,197,0.6993865,147,0.7461929,39.4,0.32,0.18654822,0.33613446,0,1,1,0,4,6,10
4,380,6,2.7,1.7,0.9,266,106,0.7,114,1.0754716,17.666666,0.49,0.21509434,0.31949934,5,2,0,0,8,6,6
3,79,5,-1.2,2.2,0.9,79,30,1.0,0,0.0,6.0,0.41,0.0,0.4594223,5,3,0,1,7,5,7
10,442,15,6.2,1.8,0.6,422,39,0.95475113,20,0.51282054,2.6,0.13,0.046620045,0.5758514,7,2,0,0,7,5,8
4,474,7,17.6,2.4,0.5,264,93,0.556962,210,2.2580645,13.285714,0.41,0.4516129,0.38625592,0,0,0,0,4,10,9
6,359,12,3.3,0.7,0.75,268,51,0.74651814,91,1.7843137,4.25,0.28,0.25490198,0.4126344,3,3,0,0,10,10,6
106,271,114,-19.6,0.4,0.3,271,3,1.0,0,0.0,0.02631579,0.34,0.0,0.4772141,4,1,0,0,4,5,9
412,272,506,5.5,0.5,0.85,0,0,0.0,272,0.22939752,0.0,0.41,0.05210174,0.5608242,6,1,0,0,9,8,9
306,294,364,-16.2,3.8,0.3,205,1,0.6972789,89,89.0,0.0027472528,0.18,0.28990227,0.32794458,4,2,0,0,5,8,6
5,474,11,4.8,0.8,0.75,376,79,0.79324895,98,1.2405063,7.181818,0.26,0.20675105,0.37878788,3,3,1,0,7,8,7
0,381,1,4.1,0.1,0.9,381,609,1.0,0,0.0,609.0,0.35,0.0,0.58848315,8,0,0,0,9,6,8
8,76,10,5.0,4.0,0.9,53,10,0.69736844,23,2.3,1.0,0.27,0.25555557,0.36895162,5,1,1,0,4,5,9
2,152,5,-2.6,3.6,0.9,121,35,0.79605263,31,0.8857143,7.0,0.48,0.2952381,0.40719196,5,0,0,0,8,9,10
3,438,6,18.2,1.8,0.5,419,113,0.956621,19,0.16814159,18.833334,0.13,0.042035397,0.5614754,0,2,0,1,5,7,10
17,126,21,3.5,0.5,0.7,71,4,0.56349206,55,13.75,0.1904762,0.34,0.7638889,0.32156864,2,2,1,1,8,5,6
23,135,24,8.5,3.5,0.4,131,7,0.97037035,4,0.5714286,0.29166666,0.22,0.023809524,0.5894539,1,0,1,0,6,6,9
14,446,22,6.0,2.0,0.7,416,30,0.93273544,30,1.0,1.3636364,0.43,0.06666667,0.46853146,2,3,1,0,8,7,6
4,480,5,18.2,1.8,0.5,428,140,0.89166665,52,0.37142858,28.0,0.31,0.074285716,0.3064771,0,1,0,0,9,7,10
4,482,6,21.1,1.1,0.5,337,137,0.6991701,145,1.0583942,22.833334,0.3,0.21167883,0.4974533,0,3,0,0,6,10,10
11,94,21,3.8,0.2,0.7,94,9,1.0,0,0.0,0.42857143,0.39,0.0,0.37118822,2,1,1,0,7,7,8
480,483,523,7.7,2.7,0.85,483,1,1.0,0,0.0,0.0019120459,0.34,0.0,0.35163304,6,2,0,0,9,5,9
4,438,6,-2.4,3.4,0.9,306,100,0.69863015,132,1.32,16.666666,0.22,0.264,0.5589846,5,3,1,0,4,6,8
208,406,304,4.3,0.7,0.85,284,4,0.6995074,122,30.5,0.013157895,0.27,0.14593302,0.546308,6,2,1,0,8,10,9
0,376,2,1.4,2.6,0.9,376,382,1.0,0,0.0,191.0,0.33,0.0,0.528133,8,0,1,0,7,6,9
6,369,8,8.9,0.9,0.6,369,87,1.0,0,0.0,10.875,0.44,0.0,0.36194563,7,1,0,1,6,6,9
0,41,3,6.1,2.1,0.9,37,14,0.902439,4,0.2857143,4.6666665,0.15,0.2857143,0.45226437,8,1,0,0,5,5,8
16,477,17,7.5,2.5,0.4,333,38,0.6981132,144,3.7894738,2.235294,0.18,0.22291021,0.4796748,1,3,0,0,6,10,6
8,387,11,1.5,2.5,0.75,387,48,1.0,0,0.0,4.3636365,0.29,0.0,0.37860084,3,0,0,0,8,8,10
1,402,4,0.3,0.3,0.95,286,175,0.71144277,116,0.6628571,43.75,0.18,0.33142856,0.4450724,9,0,1,0,9,8,6
2,55,5,-0.5,0.5,0.95,31,14,0.56363636,24,1.7142857,2.8,0.29,0.5714286,0.5839347,9,1,0,0,8,8,9
3,192,4,5.2,1.2,0.75,134,59,0.6979167,58,0.9830508,14.75,0.2,0.2457627,0.3971903,3,4,0,0,10,6,9
165,393,197,-21.9,1.9,0.3,393,3,1.0,0,0.0,0.015228426,0.41,0.0,0.56904995,4,4,1,0,5,10,9
3,454,5,19.3,0.7,0.5,339,121,0.74669605,115,0.9504132,24.2,0.34,0.2376033,0.34666666,0,1,0,0,9,8,6
5,410,5,0.6,0.4,0.9,410,124,1.0,0,0.0,24.8,0.24,0.0,0.41839495,5,3,0,0,6,9,10
3,229,3,3.5,0.5,0.9,229,133,1.0,0,0.0,44.333332,0.21,0.0,0.3264942,8,1,0,0,10,5,9
3,428,4,4.2,0.2,0.75,428,158,1.0,0,0.0,39.5,0.41,0.0,0.5477941,3,3,0,0,9,7,9
7,199,12,4.3,0.7,0.4,182,25,0.91457283,17,0.68,2.0833333,0.1,0.085,0.5807365,1,3,0,1,7,8,8
0,168,1,5.3,1.3,0.9,168,263,1.0,0,0.0,263.0,0.11,0.0,0.4403153,8,3,0,0,7,10,8
6,278,8,7.9,0.1,0.6,194,65,0.6978417,84,1.2923077,8.125,0.2,0.18461539,0.4881356,7,0,1,0,4,8,7
19,105,23,8.4,3.4,0.4,56,3,0.53333336,49,16.333334,0.13043478,0.36,0.81666666,0.4313487,1,0,0,0,5,8,9
168,482,188,-19.1,0.9,0.3,0,0,0.0,482,0.22939752,0.0,0.25,0.05210174,0.38083538,4,1,0,0,9,7,8
0,53,1,4.7,0.7,0.9,53,76,1.0,0,0.0,76.0,0.18,0.0,0.41367713,8,4,0,0,10,7,8
4,13,7,-1.9,1.9,0.95,6,1,0.46153846,7,7.0,0.14285715,0.41,1.4,0.459083,9,1,0,0,5,5,9
0,105,2,0.4,0.4,0.95,105,111,1.0,0,0.0,55.5,0.41,0.0,0.3539823,9,1,1,1,10,7,9
6,307,11,2.4,1.6,0.75,183,31,0.5960912,124,4.0,2.8181818,0.23,0.5714286,0.5554629,3,3,0,1,8,9,6
4,246,7,0.1,0.1,0.95,133,41,0.5406504,113,2.7560976,5.857143,0.5,0.5512195,0.5996622,9,3,0,0,6,9,8
234,394,290,-18.0,2.0,0.3,0,0,0.0,394,0.22939752,0.0,0.48,0.05210174,0.34371397,4,4,0,0,9,10,9
167,13,180,-23.2,3.2,0.3,0,0,0.0,13,0.22939752,0.0,0.32,0.05210174,0.3275862,4,1,0,0,5,9,6
3,63,6,7.6,3.6,0.75,49,13,0.7777778,14,1.0769231,2.1666667,0.33,0.26923078,0.3693108,3,1,0,0,6,8,6
1,443,1,4.2,0.2,0.9,443,616,1.0,0,0.0,616.0,0.42,0.0,0.47792062,8,3,0,1,5,10,9
16,122,19,2.8,2.2,0.4,122,9,1.0,0,0.0,0.47368422,0.37,0.0,0.3988764,1,2,0,0,4,5,6
512,401,659,5.8,0.8,0.85,401,2,1.0,0,0.0,0.0030349013,0.15,0.0,0.4183774,6,0,0,0,7,7,7
6,379,7,-2.4,2.4,0.95,379,108,1.0,0,0.0,15.428572,0.11,0.0,0.32045743,9,1,0,0,7,10,7
20,123,25,1.8,2.2,0.7,123,6,1.0,0,0.0,0.24,0.39,0.0,0.5882845,2,4,1,1,7,7,9
6,51,7,-0.2,0.2,0.95,35,10,0.6862745,16,1.6,1.4285715,0.49,0.22857143,0.46237424,9,1,0,0,8,6,6
9,493,12,8.3,0.3,0.6,493,85,1.0,0,0.0,7.0833335,0.33,0.0,0.30152145,7,2,1,0,8,5,9
281,101,333,5.3,0.3,0.85,101,1,1.0,0,0.0,0.003003003,0.29,0.0,0.5056576,6,0,1,0,6,5,6
0,56,3,2.3,1.7,0.9,46,25,0.8214286,10,0.4,8.333333,0.38,0.4,0.5,8,4,1,0,5,10,9
154,111,209,-20.0,0.0,0.3,111,1,1.0,0,0.0,0.004784689,0.3,0.0,0.40625,4,1,0,0,7,5,6
12,190,13,0.4,3.6,0.75,190,32,1.0,0,0.0,2.4615386,0.37,0.0,0.3344572,3,4,1,0,5,7,6
1,378,4,6.5,1.5,0.6,264,210,0.6984127,114,0.54285717,52.5,0.12,0.27142859,0.488,7,4,1,0,7,9,10
2,436,3,1.8,2.2,0.9,436,318,1.0,0,0.0,106.0,0.49,0.0,0.44503412,8,2,1,0,7,6,9
11,44,17,4.6,0.6,0.7,32,3,0.72727275,12,4.0,0.1764706,0.35,0.33333334,0.37969926,2,3,0,0,6,5,6
26,326,30,3.3,1.7,0.4,228,10,0.6993865,98,9.8,0.33333334,0.26,0.36296296,0.5801749,1,3,0,1,7,7,9
24,205,27,2.8,1.2,0.7,133,6,0.64878047,72,12.0,0.22222222,0.16,0.48,0.43991855,2,4,0,1,9,8,6
10,324,11,2.5,2.5,0.4,324,42,1.0,0,0.0,3.8181818,0.31,0.0,0.42559522,1,1,1,0,7,9,9
304,492,307,-19.9,0.1,0.3,492,4,1.0,0,0.0,0.0130293155,0.26,0.0,0.39263096,4,1,1,0,6,9,8
13,74,14,4.0,4.0,0.6,70,6,0.9459459,4,0.6666667,0.42857143,0.34,0.04761905,0.46616542,7,1,0,1,7,8,10
3,240,6,9.4,1.4,0.6,168,76,0.7,72,0.94736844,12.666667,0.35,0.23684211,0.33977902,7,0,0,0,7,5,9
5,450,8,4.4,3.4,0.9,361,82,0.80222225,89,1.0853659,10.25,0.39,0.18089432,0.48363963,5,0,0,0,8,10,8
0,127,2,20.2,0.2,0.5,126,88,0.992126,1,0.011363637,44.0,0.42,0.011363637,0.30337077,0,0,0,0,7,6,10
204,221,291,-23.1,3.1,0.3,0,0,0.0,221,0.22939752,0.0,0.39,0.05210174,0.38273284,4,0,1,0,9,5,10
314,75,341,5.0,0.0,0.85,75,1,1.0,0,0.0,0.0029325513,0.47,0.0,0.4714084,6,4,1,0,7,7,10
3,450,7,21.4,1.4,0.5,315,89,0.7,135,1.5168539,12.714286,0.45,0.37921348,0.5595238,0,1,0,0,4,7,10
25,487,29,4.5,0.5,0.4,245,12,0.50308007,242,20.166666,0.41379312,0.47,0.775641,0.41509435,1,1,0,0,8,6,9
2,285,4,0.7,0.7,0.95,199,123,0.6982456,86,0.699187,30.75,0.24,0.23306233,0.5974116,9,1,1,0,5,9,6
1,241,3,0.9,0.1,0.9,241,190,1.0,0,0.0,63.333332,0.24,0.0,0.43568075,5,0,1,0,8,9,6
0,228,4,1.4,2.6,0.9,127,82,0.55701756,101,1.2317073,20.5,0.19,1.2317073,0.54564756,8,4,0,0,8,7,9
23,479,29,1.0,3.0,0.7,440,22,0.91858035,39,1.7727273,0.7586207,0.29,0.07386363,0.4675,2,1,0,0,5,8,6
21,407,25,4.8,0.2,0.4,284,23,0.6977887,123,5.347826,0.92,0.35,0.243083,0.40392157,1,1,0,0,8,6,8
10,356,18,10.9,2.9,0.6,356,43,1.0,0,0.0,2.3888888,0.14,0.0,0.40668523,7,1,1,0,5,5,10
287,192,367,4.0,1.0,0.85,0,0,0.0,192,0.22939752,0.0,0.35,0.05210174,0.4844823,6,4,0,0,8,5,7
15,225,16,6.1,1.1,0.4,195,18,0.8666667,30,1.6666666,1.125,0.2,0.104166664,0.53174603,1,3,0,1,9,6,7
402,268,429,6.2,1.2,0.85,268,1,1.0,0,0.0,0.0023310024,0.31,0.0,0.45624655,6,1,0,1,5,7,7
3,375,4,0.3,3.7,0.9,262,147,0.6986667,113,0.76870745,36.75,0.39,0.19217686,0.45192307,8,2,0,0,10,6,7
15,160,20,6.8,1.8,0.4,112,12,0.7,48,4.0,0.6,0.1,0.25,0.53366584,1,1,0,0,10,6,8
1,316,3,-0.6,0.6,0.95,161,138,0.50949365,155,1.1231884,46.0,0.38,0.5615942,0.57109666,9,4,0,0,9,5,9
2,201,5,-0.1,0.1,0.95,140,76,0.6965174,61,0.80263156,15.2,0.23,0.26754385,0.3563878,9,4,0,0,4,5,9
16,224,18,7.6,0.4,0.6,224,19,1.0,0,0.0,1.0555556,0.22,0.0,0.37301588,7,3,0,0,10,9,8
1,448,4,18.8,1.2,0.5,257,160,0.57366073,191,1.19375,40.0,0.45,0.596875,0.3791695,0,2,0,1,6,10,9
75,479,99,-17.2,2.8,0.3,436,5,0.9102296,43,8.6,0.05050505,0.47,0.1131579,0.58511424,4,4,0,0,10,7,6
1,182,3,5.4,1.4,0.9,135,76,0.7417582,47,0.6184211,25.333334,0.27,0.30921054,0.55266577,8,2,0,0,5,7,9
249,316,336,-22.9,2.9,0.3,0,0,0.0,316,0.22939752,0.0,0.4,0.05210174,0.3780419,4,1,1,0,4,8,7
0,389,2,0.6,0.6,0.95,389,365,1.0,0,0.0,182.5,0.38,0.0,0.30082172,9,2,1,0,7,8,10
9,173,15,5.9,0.9,0.4,100,10,0.5780347,73,7.3,0.6666667,0.48,0.73,0.55452436,1,4,0,0,8,5,8
2,14,5,0.6,0.6,0.95,10,3,0.71428573,4,1.3333334,0.6,0.13,0.44444445,0.4563107,9,0,1,0,4,6,10
21,56,26,6.1,1.1,0.4,39,2,0.6964286,17,8.5,0.07692308,0.26,0.38636363,0.45279384,1,1,1,0,6,7,8
5,337,7,3.3,3.3,0.95,337,69,1.0,0,0.0,9.857142,0.38,0.0,0.34222582,9,2,0,0,7,9,8
0,181,1,3.2,0.8,0.9,181,271,1.0,0,0.0,271.0,0.12,0.0,0.5325407,8,0,0,0,8,9,8
664,102,697,3.9,1.1,0.85,0,0,0.0,102,0.22939752,0.0,0.3,0.05210174,0.3307266,6,1,0,0,9,6,9
4,388,7,1.2,1.2,0.95,388,113,1.0,0,0.0,16.142857,0.27,0.0,0.52386856,9,2,1,0,4,5,8
6,160,11,9.4,1.4,0.6,160,24,1.0,0,0.0,2.1818182,0.29,0.0,0.42047533,7,1,0,0,4,9,9
6,225,6,2.0,2.0,0.75,222,38,0.9866667,3,0.078947365,6.3333335,0.42,0.011278195,0.48188406,3,3,0,0,7,9,9
2,500,4,1.1,2.9,0.9,500,198,1.0,0,0.0,49.5,0.24,0.0,0.54276526,8,1,0,0,7,9,6
18,135,20,10.1,2.1,0.6,84,5,0.62222224,51,10.2,0.25,0.18,0.5368421,0.34756097,7,4,0,0,8,8,8
227,84,253,-21.7,1.7,0.3,0,0,0.0,84,0.22939752,0.0,0.48,0.05210174,0.3751954,4,0,0,0,8,10,6
2,68,5,0.3,0.3,0.95,25,10,0.36764705,43,4.3,2.0,0.41,1.4333333,0.34384122,9,0,0,0,8,6,7
9,179,12,9.4,1.4,0.6,125,17,0.698324,54,3.1764705,1.4166666,0.25,0.31764707,0.50508475,7,0,0,0,4,6,9
222,57,233,4.8,0.2,0.85,57,1,1.0,0,0.0,0.0042918455,0.28,0.0,0.57534343,6,1,1,0,4,7,9
10,284,13,8.7,0.7,0.6,222,22,0.7816901,62,2.8181818,1.6923077,0.33,0.25619835,0.5679389,7,3,0,0,10,6,6
193,68,276,3.8,1.2,0.85,0,0,0.0,68,0.22939752,0.0,0.44,0.05210174,0.49978513,6,1,0,0,9,9,8
420,449,596,8.2,3.2,0.85,0,0,0.0,449,0.22939752,0.0,0.43,0.05210174,0.37724486,6,3,1,1,10,6,9
14,181,21,8.9,0.9,0.6,181,15,1.0,0,0.0,0.71428573,0.47,0.0,0.4524715,7,1,0,0,10,6,10
14,433,17,7.0,1.0,0.6,303,44,0.6997691,130,2.9545455,2.5882354,0.28,0.1969697,0.52832675,7,2,0,0,8,5,6
20,333,25,3.5,0.5,0.7,333,28,1.0,0,0.0,1.12,0.28,0.0,0.3181818,2,1,0,0,6,6,7
6,468,12,5.0,1.0,0.75,295,45,0.6303419,173,3.8444445,3.75,0.31,0.5492064,0.46269983,3,1,0,0,7,6,8
9,33,13,4.6,0.6,0.75,23,3,0.6969697,10,3.3333333,0.23076923,0.42,0.33333334,0.59952605,3,1,0,0,9,9,7
1,231,3,2.0,2.0,0.75,171,108,0.74025977,60,0.5555556,36.0,0.26,0.2777778,0.51543736,3,0,0,1,4,9,6
4,460,5,2.1,2.1,0.95,322,126,0.7,138,1.0952381,25.2,0.35,0.21904762,0.58161896,9,1,0,0,8,5,10
1,62,3,2.7,1.3,0.9,54,49,0.87096775,8,0.1632653,16.333334,0.4,0.08163265,0.5714286,8,4,1,0,10,9,10
18,157,19,10.4,2.4,0.6,157,12,1.0,0,0.0,0.6315789,0.42,0.0,0.40925267,7,0,1,0,6,8,10
3,309,9,1.1,0.1,0.9,216,62,0.69902915,93,1.5,6.888889,0.12,0.375,0.5569231,5,1,0,0,9,8,8
5,449,8,7.3,0.7,0.6,314,78,0.6993318,135,1.7307693,9.75,0.46,0.28846154,0.5482456,7,3,1,0,9,7,8
3,139,5,0.6,3.4,0.9,139,47,1.0,0,0.0,9.4,0.19,0.0,0.38899612,8,2,1,0,9,10,9
10,485,14,1.4,2.6,0.75,485,62,1.0,0,0.0,4.428571,0.4,0.0,0.5656,3,1,1,0,5,9,8
0,416,2,7.1,3.1,0.9,416,398,1.0,0,0.0,199.0,0.34,0.0,0.432971,8,4,1,0,7,7,8
13,247,19,2.6,1.4,0.7,247,30,1.0,0,0.0,1.5789474,0.25,0.0,0.5379147,2,4,1,1,10,9,6
6,21,7,8.3,0.3,0.6,0,0,0.0,21,0.22939752,0.0,0.19,0.05210174,0.54385966,7,1,1,0,7,8,7
7,61,8,2.6,1.4,0.75,61,9,1.0,0,0.0,1.125,0.39,0.0,0.57937807,3,4,0,0,5,9,9
11,192,11,2.9,5.1,0.6,134,25,0.6979167,58,2.32,2.2727273,0.19,0.19333333,0.4117647,7,4,0,0,9,5,7
2,374,2,6.3,2.3,0.9,374,283,1.0,0,0.0,141.5,0.42,0.0,0.35168195,8,1,0,0,6,5,10
5,221,10,0.7,3.3,0.75,221,38,1.0,0,0.0,3.8,0.28,0.0,0.48694518,3,1,0,0,5,6,9
8,166,12,5.5,0.5,0.4,147,25,0.88554215,19,0.76,2.0833333,0.34,0.08444444,0.49492902,1,0,0,1,10,7,6
454,416,541,4.2,0.8,0.85,0,0,0.0,416,0.22939752,0.0,0.35,0.05210174,0.3203639,6,3,1,0,4,7,6
11,379,12,3.8,0.2,0.75,379,43,1.0,0,0.0,3.5833333,0.3,0.0,0.3512304,3,4,0,0,10,9,7
